2024-10-19T07:57:34Z,52.119192,-106.656605
2024-10-19T07:57:36Z,52.119145,-106.65657
2024-10-19T07:57:37Z,52.11905,-106.656537
2024-10-19T07:57:38Z,52.118988,-106.656522
2024-10-19T07:57:39Z,52.119097,-106.656533
2024-10-19T07:57:40Z,52.119147,-106.656555
2024-10-19T07:57:42Z,52.119117,-106.656497
2024-10-19T07:57:43Z,52.119145,-106.656493
2024-10-19T07:57:44Z,52.119285,-106.656508
2024-10-19T07:57:45Z,52.119367,-106.656535
2024-10-19T07:57:46Z,52.11924,-106.656505
2024-10-19T07:57:48Z,52.119267,-106.65655
2024-10-19T07:57:49Z,52.11936,-106.656588
2024-10-19T07:57:50Z,52.119347,-106.656577
2024-10-19T07:57:51Z,52.119363,-106.656598
2024-10-19T07:57:53Z,52.119383,-106.656563
2024-10-19T07:57:53Z,52.119383,-106.656563
2024-10-19T07:57:55Z,52.119418,-106.656585
2024-10-19T07:57:56Z,52.119413,-106.656602
2024-10-19T07:57:58Z,52.119468,-106.6566
2024-10-19T07:57:58Z,52.119468,-106.6566
2024-10-19T07:58:00Z,52.119437,-106.656513
2024-10-19T07:58:01Z,52.119428,-106.656538
2024-10-19T07:58:03Z,52.119467,-106.656535
2024-10-19T07:58:03Z,52.119467,-106.656535
2024-10-19T07:58:05Z,52.119495,-106.656537
2024-10-19T07:58:06Z,52.119505,-106.656537
2024-10-19T07:58:07Z,52.119518,-106.656537
2024-10-19T07:58:09Z,52.119543,-106.656543
2024-10-19T07:58:10Z,52.119557,-106.656545
2024-10-19T07:58:11Z,52.119567,-106.656542
2024-10-19T07:58:12Z,52.119582,-106.656537
2024-10-19T07:58:14Z,52.119602,-106.656522
2024-10-19T07:58:15Z,52.119608,-106.65651
2024-10-19T07:58:17Z,52.119618,-106.65648
2024-10-19T07:58:18Z,52.119618,-106.656463
2024-10-19T07:58:19Z,52.119618,-106.656447
2024-10-19T07:58:20Z,52.119617,-106.656433
2024-10-19T07:58:22Z,52.11961,-106.656398
2024-10-19T07:58:23Z,52.11961,-106.656383
2024-10-19T07:58:24Z,52.11961,-106.656367
2024-10-19T07:58:26Z,52.119623,-106.656332
2024-10-19T07:58:27Z,52.119627,-106.656313
2024-10-19T07:58:28Z,52.119635,-106.6563
2024-10-19T07:58:30Z,52.119648,-106.656263
2024-10-19T07:58:31Z,52.119667,-106.65625
2024-10-19T07:58:32Z,52.119677,-106.65623
2024-10-19T07:58:34Z,52.119687,-106.656193
2024-10-19T07:58:35Z,52.119692,-106.656177
2024-10-19T07:58:36Z,52.1197,-106.65616
2024-10-19T07:58:38Z,52.119702,-106.656118
2024-10-19T07:58:40Z,52.119707,-106.65607
2024-10-19T07:58:41Z,52.11971,-106.65605
2024-10-19T07:58:42Z,52.119712,-106.656028
2024-10-19T07:58:43Z,52.119717,-106.656008
2024-10-19T07:58:45Z,52.119723,-106.65597
2024-10-19T07:58:46Z,52.119723,-106.655948
2024-10-19T07:58:48Z,52.119725,-106.655917
2024-10-19T07:58:49Z,52.119727,-106.655903
2024-10-19T07:58:50Z,52.119728,-106.655888
2024-10-19T07:58:52Z,52.119733,-106.655858
2024-10-19T07:58:53Z,52.119732,-106.655845
2024-10-19T07:58:55Z,52.119725,-106.65581
2024-10-19T07:58:56Z,52.119725,-106.655792
2024-10-19T07:58:57Z,52.119723,-106.655768
2024-10-19T07:58:59Z,52.119727,-106.655737
2024-10-19T07:59:00Z,52.119722,-106.655712
2024-10-19T07:59:02Z,52.119725,-106.65567
2024-10-19T07:59:03Z,52.119725,-106.655647
2024-10-19T07:59:05Z,52.119722,-106.655602
2024-10-19T07:59:06Z,52.119722,-106.65558
2024-10-19T07:59:07Z,52.11972,-106.655557
2024-10-19T07:59:09Z,52.11972,-106.655508
2024-10-19T07:59:10Z,52.119727,-106.65549
2024-10-19T07:59:12Z,52.119732,-106.655453
2024-10-19T07:59:13Z,52.119735,-106.655438
2024-10-19T07:59:15Z,52.119737,-106.655393
2024-10-19T07:59:16Z,52.119737,-106.655372
2024-10-19T07:59:18Z,52.119742,-106.655325
2024-10-19T07:59:20Z,52.119738,-106.65528
2024-10-19T07:59:21Z,52.119738,-106.655258
2024-10-19T07:59:23Z,52.119735,-106.655222
2024-10-19T07:59:23Z,52.119735,-106.655222
2024-10-19T07:59:26Z,52.119728,-106.65516
2024-10-19T07:59:27Z,52.119727,-106.655137
2024-10-19T07:59:28Z,52.119723,-106.655115
2024-10-19T07:59:30Z,52.119718,-106.655072
2024-10-19T07:59:32Z,52.11972,-106.655032
2024-10-19T07:59:33Z,52.11972,-106.655012
2024-10-19T07:59:34Z,52.11972,-106.654995
2024-10-19T07:59:36Z,52.119722,-106.65495
2024-10-19T07:59:37Z,52.119722,-106.654927
2024-10-19T07:59:39Z,52.119722,-106.654882
2024-10-19T07:59:40Z,52.119722,-106.654863
2024-10-19T07:59:42Z,52.11972,-106.654827
2024-10-19T07:59:43Z,52.11972,-106.654805
2024-10-19T07:59:45Z,52.119722,-106.654762
2024-10-19T07:59:46Z,52.119718,-106.654742
2024-10-19T07:59:48Z,52.119717,-106.654705
2024-10-19T07:59:50Z,52.119718,-106.654662
2024-10-19T07:59:51Z,52.119718,-106.654642
2024-10-19T07:59:53Z,52.119722,-106.654602
2024-10-19T07:59:54Z,52.11972,-106.654582
2024-10-19T07:59:56Z,52.119717,-106.65454
2024-10-19T07:59:57Z,52.119717,-106.654518
2024-10-19T08:00:00Z,52.119712,-106.654463
2024-10-19T08:00:01Z,52.11971,-106.654443
2024-10-19T08:00:02Z,52.11971,-106.654423
2024-10-19T08:00:04Z,52.119707,-106.65438
2024-10-19T08:00:05Z,52.119707,-106.654363
2024-10-19T08:00:08Z,52.119703,-106.654305
2024-10-19T08:00:09Z,52.119702,-106.654288
2024-10-19T08:00:10Z,52.1197,-106.654273
2024-10-19T08:00:12Z,52.119702,-106.654238
2024-10-19T08:00:13Z,52.119703,-106.654218
2024-10-19T08:00:16Z,52.119703,-106.654147
2024-10-19T08:00:17Z,52.119705,-106.654122
2024-10-19T08:00:18Z,52.119707,-106.654098
2024-10-19T08:00:21Z,52.11971,-106.654035
2024-10-19T08:00:22Z,52.11971,-106.654017
2024-10-19T08:00:23Z,52.119708,-106.653995
2024-10-19T08:00:25Z,52.119707,-106.65395
2024-10-19T08:00:27Z,52.119708,-106.65391
2024-10-19T08:00:28Z,52.119708,-106.653888
2024-10-19T08:00:30Z,52.119703,-106.65385
2024-10-19T08:00:31Z,52.119702,-106.653833
2024-10-19T08:00:33Z,52.119698,-106.653792
2024-10-19T08:00:35Z,52.1197,-106.653745
2024-10-19T08:00:36Z,52.1197,-106.653723
2024-10-19T08:00:38Z,52.119702,-106.653682
2024-10-19T08:00:40Z,52.1197,-106.653642
2024-10-19T08:00:41Z,52.1197,-106.65362
2024-10-19T08:00:43Z,52.119698,-106.653582
2024-10-19T08:00:45Z,52.119697,-106.65354
2024-10-19T08:00:47Z,52.119697,-106.653497
2024-10-19T08:00:48Z,52.119697,-106.653477
2024-10-19T08:00:51Z,52.119698,-106.65341
2024-10-19T08:00:52Z,52.1197,-106.65339
2024-10-19T08:00:53Z,52.1197,-106.65337
2024-10-19T08:00:55Z,52.119702,-106.653327
2024-10-19T08:00:57Z,52.119703,-106.653283
2024-10-19T08:00:59Z,52.119703,-106.65324
2024-10-19T08:01:00Z,52.119703,-106.65322
2024-10-19T08:01:02Z,52.119707,-106.653183
2024-10-19T08:01:04Z,52.119707,-106.653147
2024-10-19T08:01:05Z,52.119708,-106.653125
2024-10-19T08:01:07Z,52.119708,-106.65309
2024-10-19T08:01:10Z,52.119712,-106.653028
2024-10-19T08:01:11Z,52.119712,-106.653008
2024-10-19T08:01:12Z,52.11971,-106.65299
2024-10-19T08:01:14Z,52.119707,-106.652952
2024-10-19T08:01:16Z,52.119705,-106.652907
2024-10-19T08:01:18Z,52.119703,-106.652875
2024-10-19T08:01:19Z,52.119703,-106.652872
2024-10-19T08:01:21Z,52.119702,-106.65288
2024-10-19T08:01:23Z,52.119702,-106.652882
2024-10-19T08:01:26Z,52.1197,-106.652882
2024-10-19T08:01:27Z,52.1197,-106.652882
2024-10-19T08:01:28Z,52.1197,-106.652882
2024-10-19T08:01:30Z,52.1197,-106.652883
2024-10-19T08:01:32Z,52.1197,-106.652887
2024-10-19T08:01:34Z,52.1197,-106.65289
2024-10-19T08:01:36Z,52.119698,-106.65289
2024-10-19T08:01:37Z,52.119697,-106.652892
2024-10-19T08:01:39Z,52.119698,-106.65289
2024-10-19T08:01:41Z,52.1197,-106.652893
2024-10-19T08:01:43Z,52.1197,-106.652895
2024-10-19T08:01:45Z,52.1197,-106.652893
2024-10-19T08:01:46Z,52.1197,-106.652893
2024-10-19T08:01:48Z,52.119698,-106.652893
2024-10-19T08:01:50Z,52.119698,-106.652892
2024-10-19T08:01:52Z,52.119698,-106.652893
2024-10-19T08:01:54Z,52.119697,-106.652895
2024-10-19T08:01:56Z,52.119697,-106.652895
2024-10-19T08:01:57Z,52.119697,-106.652895
2024-10-19T08:01:59Z,52.119695,-106.652895
2024-10-19T08:02:01Z,52.119693,-106.652895
2024-10-19T08:02:03Z,52.119693,-106.652895
2024-10-19T08:02:05Z,52.119695,-106.652895
2024-10-19T08:02:08Z,52.119693,-106.652893
2024-10-19T08:02:08Z,52.119693,-106.652893
2024-10-19T08:02:11Z,52.119693,-106.652892
2024-10-19T08:02:12Z,52.119693,-106.652892
2024-10-19T08:02:14Z,52.119693,-106.65289
2024-10-19T08:02:16Z,52.119695,-106.65289
2024-10-19T08:02:18Z,52.119697,-106.652888
2024-10-19T08:02:20Z,52.119697,-106.65289
2024-10-19T08:02:22Z,52.119695,-106.65289
2024-10-19T08:02:24Z,52.119695,-106.65289
2024-10-19T08:02:27Z,52.119697,-106.652888
2024-10-19T08:02:28Z,52.119697,-106.652888
2024-10-19T08:02:29Z,52.119697,-106.65289
2024-10-19T08:02:31Z,52.119697,-106.65289
2024-10-19T08:02:33Z,52.119698,-106.65289
2024-10-19T08:02:35Z,52.119698,-106.652888
2024-10-19T08:02:37Z,52.1197,-106.65289
2024-10-19T08:02:39Z,52.1197,-106.652893
2024-10-19T08:02:41Z,52.119702,-106.652892
2024-10-19T08:02:43Z,52.119702,-106.652892
2024-10-19T08:02:45Z,52.119702,-106.652892
2024-10-19T08:02:47Z,52.119702,-106.652892
2024-10-19T08:02:49Z,52.119702,-106.65289
2024-10-19T08:02:51Z,52.119702,-106.65289
2024-10-19T08:02:53Z,52.119702,-106.65289
2024-10-19T08:02:55Z,52.119702,-106.65289
2024-10-19T08:02:58Z,52.119703,-106.652893
2024-10-19T08:02:58Z,52.119703,-106.652893
2024-10-19T08:03:01Z,52.119702,-106.652893
2024-10-19T08:03:03Z,52.1197,-106.652892
2024-10-19T08:03:06Z,52.119695,-106.652888
2024-10-19T08:03:07Z,52.119695,-106.652888
2024-10-19T08:03:07Z,52.119695,-106.652888
2024-10-19T08:03:11Z,52.119692,-106.652885
2024-10-19T08:03:13Z,52.119692,-106.652887
2024-10-19T08:03:15Z,52.119693,-106.652888
2024-10-19T08:03:17Z,52.119693,-106.652892
2024-10-19T08:03:18Z,52.119695,-106.652893
2024-10-19T08:03:21Z,52.119693,-106.652895
2024-10-19T08:03:23Z,52.119695,-106.652895
2024-10-19T08:03:25Z,52.119695,-106.652892
2024-10-19T08:03:27Z,52.119695,-106.652892
2024-10-19T08:03:29Z,52.119697,-106.652892
2024-10-19T08:03:31Z,52.119697,-106.652893
2024-10-19T08:03:33Z,52.119697,-106.652893
2024-10-19T08:03:35Z,52.119697,-106.652893
2024-10-19T08:03:37Z,52.119697,-106.652893
2024-10-19T08:03:39Z,52.119697,-106.652892
2024-10-19T08:03:41Z,52.119697,-106.652892
2024-10-19T08:03:43Z,52.119697,-106.652892
2024-10-19T08:03:45Z,52.119695,-106.652892
2024-10-19T08:03:47Z,52.119695,-106.652892
2024-10-19T08:03:49Z,52.119695,-106.652892
2024-10-19T08:03:51Z,52.119695,-106.652892
2024-10-19T08:03:53Z,52.119695,-106.65289
2024-10-19T08:03:57Z,52.119693,-106.652893
2024-10-19T08:03:58Z,52.119693,-106.652893
2024-10-19T08:04:00Z,52.119693,-106.652893
2024-10-19T08:04:02Z,52.119692,-106.652892
2024-10-19T08:04:04Z,52.119692,-106.652888
2024-10-19T08:04:06Z,52.119692,-106.652887
2024-10-19T08:04:08Z,52.11969,-106.652888
2024-10-19T08:04:10Z,52.119687,-106.652887
2024-10-19T08:04:12Z,52.119687,-106.652885
2024-10-19T08:04:14Z,52.119687,-106.652887
2024-10-19T08:04:17Z,52.119685,-106.65289
2024-10-19T08:04:20Z,52.119687,-106.65289
2024-10-19T08:04:21Z,52.119687,-106.65289
2024-10-19T08:04:23Z,52.119688,-106.65289
2024-10-19T08:04:25Z,52.11969,-106.65289
2024-10-19T08:04:27Z,52.11969,-106.652892
2024-10-19T08:04:29Z,52.11969,-106.652893
2024-10-19T08:04:31Z,52.119692,-106.652893
2024-10-19T08:04:33Z,52.119693,-106.652895
2024-10-19T08:04:36Z,52.119695,-106.652897
2024-10-19T08:04:38Z,52.119697,-106.652895
2024-10-19T08:04:40Z,52.119698,-106.652893
2024-10-19T08:04:42Z,52.1197,-106.652893
2024-10-19T08:04:44Z,52.119702,-106.652893
2024-10-19T08:04:47Z,52.119703,-106.652893
2024-10-19T08:04:50Z,52.119705,-106.652892
2024-10-19T08:04:51Z,52.119707,-106.65289
2024-10-19T08:04:53Z,52.119705,-106.652885
2024-10-19T08:04:57Z,52.119707,-106.652878
2024-10-19T08:04:58Z,52.119707,-106.652877
2024-10-19T08:05:00Z,52.119707,-106.652873
2024-10-19T08:05:02Z,52.119712,-106.652843
2024-10-19T08:05:04Z,52.119713,-106.652808
2024-10-19T08:05:08Z,52.119713,-106.652745
2024-10-19T08:05:08Z,52.119713,-106.652745
2024-10-19T08:05:11Z,52.119708,-106.652697
2024-10-19T08:05:13Z,52.119705,-106.652665
2024-10-19T08:05:15Z,52.119708,-106.652625
2024-10-19T08:05:19Z,52.119707,-106.652553
2024-10-19T08:05:20Z,52.119707,-106.652535
2024-10-19T08:05:22Z,52.119707,-106.652495
2024-10-19T08:05:24Z,52.119703,-106.652455
2024-10-19T08:05:26Z,52.1197,-106.652412
2024-10-19T08:05:29Z,52.1197,-106.65235
2024-10-19T08:05:31Z,52.119698,-106.65231
2024-10-19T08:05:33Z,52.119693,-106.652277
2024-10-19T08:05:37Z,52.119695,-106.652203
2024-10-19T08:05:38Z,52.119697,-106.652182
2024-10-19T08:05:40Z,52.119698,-106.65214
2024-10-19T08:05:42Z,52.1197,-106.652098
2024-10-19T08:05:45Z,52.119703,-106.652037
2024-10-19T08:05:47Z,52.119705,-106.652003
2024-10-19T08:05:49Z,52.119705,-106.651972
2024-10-19T08:05:51Z,52.119708,-106.651942
2024-10-19T08:05:54Z,52.11971,-106.651887
2024-10-19T08:05:56Z,52.119713,-106.651847
2024-10-19T08:05:58Z,52.119713,-106.651807
2024-10-19T08:06:02Z,52.119718,-106.65173
2024-10-19T08:06:03Z,52.119718,-106.651712
2024-10-19T08:06:05Z,52.11972,-106.651677
2024-10-19T08:06:09Z,52.119722,-106.651607
2024-10-19T08:06:10Z,52.119723,-106.651588
2024-10-19T08:06:12Z,52.119727,-106.651555
2024-10-19T08:06:16Z,52.119715,-106.651488
2024-10-19T08:06:17Z,52.119703,-106.651483
2024-10-19T08:06:19Z,52.119682,-106.651483
2024-10-19T08:06:21Z,52.119658,-106.65148
2024-10-19T08:06:24Z,52.119627,-106.651488
2024-10-19T08:06:26Z,52.119607,-106.651495
2024-10-19T08:06:30Z,52.119552,-106.651488
2024-10-19T08:06:31Z,52.11954,-106.651485
2024-10-19T08:06:33Z,52.119517,-106.651483
2024-10-19T08:06:37Z,52.119465,-106.651485
2024-10-19T08:06:38Z,52.119455,-106.651487
2024-10-19T08:06:42Z,52.119407,-106.651482
2024-10-19T08:06:44Z,52.119387,-106.651487
2024-10-19T08:06:45Z,52.119373,-106.651482
2024-10-19T08:06:47Z,52.119347,-106.65148
2024-10-19T08:06:50Z,52.119305,-106.651478
2024-10-19T08:06:52Z,52.119282,-106.651477
2024-10-19T08:06:55Z,52.119245,-106.651477
2024-10-19T08:06:58Z,52.11921,-106.651473
2024-10-19T08:07:01Z,52.119172,-106.651472
2024-10-19T08:07:03Z,52.119143,-106.65147
2024-10-19T08:07:04Z,52.119128,-106.65147
2024-10-19T08:07:08Z,52.11908,-106.651478
2024-10-19T08:07:09Z,52.119068,-106.651478
2024-10-19T08:07:12Z,52.119032,-106.651473
2024-10-19T08:07:14Z,52.119012,-106.651472
2024-10-19T08:07:16Z,52.118987,-106.651467
2024-10-19T08:07:20Z,52.118938,-106.651477
2024-10-19T08:07:21Z,52.118925,-106.65148
2024-10-19T08:07:23Z,52.118898,-106.651477
2024-10-19T08:07:28Z,52.118848,-106.651482
2024-10-19T08:07:30Z,52.118827,-106.651482
2024-10-19T08:07:31Z,52.118813,-106.65148
2024-10-19T08:07:33Z,52.118788,-106.651478
2024-10-19T08:07:36Z,52.118752,-106.651468
2024-10-19T08:07:38Z,52.118727,-106.65147
2024-10-19T08:07:41Z,52.118688,-106.651468
2024-10-19T08:07:43Z,52.118667,-106.651467
2024-10-19T08:07:46Z,52.118635,-106.651468
2024-10-19T08:07:48Z,52.118615,-106.651468
2024-10-19T08:07:51Z,52.118583,-106.651478
2024-10-19T08:07:53Z,52.11856,-106.651482
2024-10-19T08:07:56Z,52.118522,-106.651485
2024-10-19T08:07:58Z,52.118497,-106.651485
2024-10-19T08:08:01Z,52.118462,-106.651483
2024-10-19T08:08:03Z,52.11844,-106.651478
2024-10-19T08:08:06Z,52.118407,-106.651473
2024-10-19T08:08:08Z,52.118383,-106.65147
2024-10-19T08:08:11Z,52.118347,-106.651465
2024-10-19T08:08:13Z,52.118323,-106.651455
2024-10-19T08:08:16Z,52.118292,-106.651465
2024-10-19T08:08:18Z,52.118275,-106.651467
2024-10-19T08:08:21Z,52.118243,-106.651475
2024-10-19T08:08:23Z,52.118223,-106.651477
2024-10-19T08:08:26Z,52.11818,-106.65147
2024-10-19T08:08:28Z,52.118153,-106.65147
2024-10-19T08:08:31Z,52.118115,-106.65147
2024-10-19T08:08:33Z,52.118088,-106.65147
2024-10-19T08:08:36Z,52.11805,-106.651465
2024-10-19T08:08:36Z,52.11805,-106.651465
2024-10-19T08:08:41Z,52.117995,-106.651465
2024-10-19T08:08:44Z,52.117957,-106.651463
2024-10-19T08:08:46Z,52.117932,-106.651463
2024-10-19T08:08:49Z,52.117902,-106.651475
2024-10-19T08:08:51Z,52.117885,-106.651477
2024-10-19T08:08:54Z,52.117858,-106.65148
2024-10-19T08:08:57Z,52.117827,-106.65148
2024-10-19T08:09:01Z,52.117773,-106.651458
2024-10-19T08:09:03Z,52.11775,-106.65144
2024-10-19T08:09:06Z,52.117728,-106.651405
2024-10-19T08:09:07Z,52.117723,-106.651387
2024-10-19T08:09:11Z,52.117715,-106.651308
2024-10-19T08:09:14Z,52.117708,-106.651245
2024-10-19T08:09:15Z,52.117707,-106.651225
